,node1,node2,timestamp
76843,15,54,2052
76844,58,117,44600
76845,58,117,17863
76846,2,117,43856
76855,2,58,24527
76856,9,71,5943
76857,58,121,41740
76860,53,76,22338
76861,35,106,52051
76863,53,76,30930
76864,53,76,11411
76865,53,76,45359
76867,7,10,13192
76868,7,10,30991
76869,53,76,22973
76871,7,10,15785
76874,35,106,25245
76875,35,58,33746
76876,3,67,19814
76877,35,58,51158
76878,9,67,17896
76879,3,67,39617
76880,59,69,38493
76881,44,69,88
76882,59,94,27001
76883,2,59,22024
76884,44,69,30026
76886,67,115,38069
76888,67,115,12949
76889,44,69,29478
76890,20,151,6072
76891,20,151,19051
76892,13,76,18329
76893,44,69,48884
76899,32,77,48236
76901,69,76,40431
76903,40,48,24653
76904,36,38,22392
76907,48,50,104
76909,56,86,48182
76911,26,45,3353
76912,48,50,1725
76913,3,50,54491
76914,26,30,22275
76916,26,117,49810
76917,54,119,10183
76918,48,70,33760
76921,44,89,21297
76924,44,89,3250
76925,65,94,6500
76926,66,77,34766
76927,59,94,1806
76928,59,79,34051
76929,2,59,5106
76930,59,95,13165
76932,85,94,7942
76935,15,71,42106
76937,5,71,45189
76939,59,67,21865
76940,59,94,2782
76941,2,59,8154
76943,9,67,9595
76944,9,80,27711
76946,13,14,2679
76947,9,59,21596
76948,59,67,6649
76949,14,32,43368
76950,14,32,5860
76951,13,14,32708
76952,13,14,39578
76953,13,14,23718
76957,13,14,49914
76958,9,42,42008
76959,9,59,32665
76960,59,67,46390
76962,24,60,276
76963,48,56,1156
76964,13,20,45795
76966,2,59,48827
76968,63,98,32244
76969,59,80,3000
76971,69,86,33280
76972,66,80,43979
76973,66,77,44180
76974,9,66,36444
76977,9,66,53360
76979,76,89,5485
76980,36,38,3580
76981,54,120,1546
76982,81,85,42698
76983,81,85,50815
76984,29,54,10439
76985,13,14,6951
76987,13,14,48079
76989,13,20,56203
76990,13,14,16824
76991,29,54,11419
76993,13,14,46708
76994,48,68,26545
76995,48,50,43921
76996,48,81,14929
76998,29,54,21250
76999,26,32,37377
77000,9,67,21019
77001,9,67,47521
77002,66,67,8259
77004,67,90,9651
77006,85,90,48644
77008,68,90,16445
77010,85,90,28255
77011,48,56,54559
77012,71,106,33203
77013,61,106,12418
77014,43,81,15745
77016,35,58,35446
77018,93,98,51627
77019,67,115,33470
77020,66,115,33217
77021,66,80,37803
77022,67,115,19918
77023,32,66,11202
77025,32,77,35865
77026,2,59,45650
77027,67,90,20221
77028,9,90,11074
77029,26,90,49851
77030,27,90,3946
77035,39,90,28409
77036,62,90,18900
77037,3,90,20747
77038,15,90,9351
77040,68,90,2018
77041,69,90,39836
77042,56,90,10344
77044,9,66,49860
77045,66,77,28515
77046,13,76,26376
77047,69,76,23746
77048,50,86,46143
77049,50,86,43105
77050,50,76,10021
77051,68,90,16612
77052,69,90,7951
77053,67,90,27222
77055,85,90,2318
77056,69,90,35387
77058,26,152,51586
77059,104,141,1147
77060,47,138,17197
77062,39,90,6601
77063,29,39,39430
77065,11,14,29509
77067,35,58,51939
77068,49,50,16945
77069,49,50,17735
77070,15,96,13641
77071,54,96,28203
77073,24,60,35036
77075,47,138,43736
77076,27,90,7050
77079,42,90,8278
77081,54,96,5902
77082,3,90,38350
77083,3,90,5378
77086,4,35,41422
77088,25,31,12919
77089,11,65,48025
77092,13,14,1672
77094,13,14,7984
77095,13,14,31978
77096,11,14,53576
77097,13,14,19886
77099,83,94,54635
77100,32,94,48660
77101,48,70,18314
77102,68,70,10608
77103,68,70,16642
77106,58,94,14949
77108,58,59,37986
77109,58,117,3933
77110,76,94,7796
77111,68,94,39535
77112,86,94,34560
77114,56,94,9965
77115,88,94,39284
77117,69,94,4475
77119,69,94,45710
77122,58,94,23551
77123,80,143,35418
77125,76,94,53343
77126,15,96,25537
77127,11,15,12724
77128,50,76,14853
77130,15,96,25105
77131,54,96,39349
77132,15,96,22009
77133,56,94,10890
77135,56,90,7858
77136,4,40,21790
77139,3,4,48955
77140,3,40,52868
77141,3,66,661
77142,3,8,44349
77144,3,68,2380
77145,3,69,49147
77148,3,69,42649
77149,3,76,21992
77151,9,66,15110
77153,3,40,14269
77154,8,40,2460
77155,13,40,17242
77156,9,66,37785
77157,27,81,39768
77160,3,17,29923
77162,58,59,4874
77163,58,117,35027
77164,3,4,30288
77167,27,81,28638
77168,90,117,23787
77171,67,90,14281
77172,9,67,45690
77173,50,76,26587
77174,50,86,29853
77175,50,75,45518
77177,76,86,1964
77179,69,76,12008
77180,76,86,111
77181,3,35,24215
77182,35,58,48504
77185,17,56,40380
77186,15,17,33422
77187,17,54,19809
77188,2,58,13768
77191,2,40,13020
77194,17,56,40396
77195,2,58,33405
77203,42,43,19075
77205,59,90,56173
77206,50,76,44246
77208,66,77,37956
77209,9,67,7043
77210,66,77,19205
77211,32,77,2536
77212,59,68,50392
77215,48,59,2626
77216,59,85,9097
77218,59,84,3697
77220,59,76,19857
77221,59,88,1720
77222,47,59,11280
77223,59,94,5626
77224,2,59,56166
77225,59,86,12259
77226,59,69,12968
77227,68,70,20934
77228,48,50,7456
77229,3,31,27832
77231,36,38,6513
77232,80,115,8574
77234,9,42,29635
77235,2,117,34879
77237,45,48,40958
77239,4,76,28602
77240,50,75,6004
77243,3,8,31718
77244,3,13,53601
77245,3,51,41690
77247,3,20,39849
77248,3,27,41661
77249,9,67,47882
77250,4,76,2640
77252,4,76,29435
77253,3,68,16060
77255,3,68,8177
77256,19,76,2274
77258,3,68,48388
77259,15,71,21057
77261,5,71,7568
77262,71,117,571
77263,48,68,40540
77264,3,13,3485
77266,3,90,46244
77267,15,90,19118
77268,90,117,8404
77269,68,90,17281
77270,69,90,28918
77272,38,90,5118
77273,9,90,33009
77275,79,90,7996
77276,39,90,26930
77277,26,90,14220
77279,56,90,7791
77281,27,90,30858
77282,9,90,24072
77284,59,90,55314
77285,9,65,31269
77288,3,8,11251
77290,3,20,17196
77296,56,90,36131
77297,54,96,50409
77298,68,94,48388
77299,68,94,26909
77304,50,76,36238
77305,59,65,36809
77307,50,76,8093
77308,65,90,11093
77309,50,76,41531
77310,50,76,3093
77311,56,90,18711
77312,50,76,21285
77316,7,44,22343
77318,9,65,28739
77319,65,69,46692
77321,65,69,27814
77322,65,86,32136
77324,15,54,57525
77325,12,54,35586
77328,12,54,11359
77329,9,44,40438
77330,42,90,19883
77332,65,94,17387
77336,42,90,49566
77337,9,65,11939
77339,4,8,54951
77341,3,4,55963
77342,3,4,42957
77343,15,96,38965
77346,44,79,41998
77348,15,96,28092
77349,32,66,46795
77351,56,90,2806
77352,9,77,36911
77353,42,90,41115
77354,4,76,17451
77357,35,58,17335
77359,35,58,37891
77360,59,67,12273
77361,76,86,14252
77362,56,68,15941
77363,35,106,25375
77365,4,8,16060
77366,12,15,34204
77369,9,66,56843
77370,9,66,44358
77372,48,70,330
77373,9,67,36624
77374,56,68,23392
77376,56,68,1433
77377,62,90,38953
77378,62,113,10788
77381,77,83,4221
77382,90,117,4463
77383,3,85,711
77384,85,94,46744
77387,59,67,3774
77388,3,90,34904
77389,62,90,8200
77391,4,76,17781
77392,65,90,3702
77393,13,14,45082
77394,13,14,51580
77395,13,14,5459
77396,13,14,17433
77398,13,14,11323
77400,12,15,46039
77401,4,76,57111
77402,7,103,29000
77404,9,77,10396
77405,12,15,9887
77406,7,14,25782
77412,50,75,37649
77414,13,14,10257
77415,77,83,28644
77416,65,94,31183
77418,50,75,42746
77422,53,76,4036
77423,9,66,28006
77424,53,76,852
77425,9,67,37296
77428,9,80,34421
77430,14,94,21012
77432,75,76,51243
77434,65,94,18648
77436,40,75,19618
77437,40,76,9043
77439,40,76,52876
77444,13,14,57747
77445,13,14,12907
77446,13,14,20542
77448,13,14,27873
77451,23,68,16460
77452,44,90,27119
77454,13,14,21474
77455,13,14,53669
77457,13,14,43485
77458,13,14,48202
77459,13,14,34951
77460,13,14,38811
77462,13,14,49552
77465,13,14,26616
77466,39,50,21872
77467,13,14,19710
77469,23,68,29635
77470,39,50,14861
77471,40,75,40772
77472,4,40,2897
77473,29,45,3165
77474,15,54,28699
77475,71,106,45433
77476,61,106,22547
77477,48,68,55165
77479,15,117,21250
77481,15,73,14360
77482,5,15,38661
77484,19,76,35262
77485,39,122,17313
77487,15,54,42587
77488,12,54,56597
77489,48,68,32268
77494,50,76,4630
77496,12,96,20922
77499,1,15,902
77500,1,68,34479
77501,1,90,17499
77502,1,9,31921
77504,1,3,37680
77505,1,5,55109
77506,1,17,36495
77507,1,11,990
77509,1,69,2705
77510,1,3,10653
77511,1,90,43088
77512,2,59,29579
77514,59,94,44099
77516,47,59,12308
77519,65,94,18820
77521,68,93,18740
77522,15,71,45235
77523,58,106,11247
77524,32,66,17052
77525,9,32,49726
77526,14,45,29508
77528,15,117,19748
77532,68,93,27
77533,48,68,20901
77535,54,61,57470
77536,48,68,29513
77538,66,67,24044
77540,66,68,18552
77541,56,68,596
77543,9,68,5130
77544,3,68,31596
77548,31,80,31709
77550,67,80,167
77552,48,68,52070
77553,77,83,10945
77556,40,65,42681
77557,17,40,16824
77559,15,96,51696
77560,54,96,4578
77561,12,96,42783
77564,3,13,21571
77565,13,35,47419
77566,13,40,48295
77567,4,13,38408
77569,3,4,47145
77571,3,13,29213
77573,3,35,5028
77575,13,14,25345
77576,54,96,32462
77577,15,96,1720
77578,4,68,1127
77579,4,40,11399
77581,3,4,4650
77582,13,14,17395
77583,24,32,12063
77584,3,13,35174
77585,12,96,44796
77586,13,14,2091
77588,13,14,28944
77590,13,14,19222
77592,12,14,13646
77593,12,65,39115
77594,13,14,17379
77599,13,14,41683
77600,13,14,6706
77605,12,117,10879
77606,12,71,3318
77607,12,73,41895
77610,13,14,3425
77612,13,14,36754
77614,13,14,25668
77615,13,14,34564
77616,13,14,26689
77618,13,14,16269
77619,3,67,54859
77620,3,66,34618
77621,15,96,36673
77622,54,96,13588
77623,13,14,11729
77624,15,96,17628
77632,106,117,3996
77635,3,69,10759
77636,3,13,44395
77637,3,8,2164
77638,3,4,39646
77641,3,68,49883
77643,3,17,21390
77645,24,32,83
77646,26,32,44663
77647,24,32,26788
77649,3,32,33033
77651,88,94,2646
77652,56,94,1720
77653,76,94,14818
77655,86,94,11054
77657,48,94,35806
77658,85,94,21019
77661,3,66,22691
77662,3,66,21049
77663,65,94,1873
77665,3,13,23151
77667,39,122,57076
77668,13,14,14963
77673,13,14,16592
77675,12,71,50799
77676,71,117,9850
77677,94,123,50326
77679,3,17,6193
77680,13,14,19068
77681,13,14,1720
77682,76,101,1582
77683,76,94,6414
77684,3,35,2681
77685,4,68,37355
77686,68,94,36592
77687,17,56,45032
77688,15,17,35157
77689,17,54,48243
77690,17,56,3829
77693,3,35,2466
77694,9,65,27998
77695,2,40,41394
77697,2,117,3901
77698,2,58,4803
77699,65,94,12881
77701,58,106,21031
77703,3,67,56143
77704,67,80,43852
77706,24,60,47099
77709,50,86,2326
77712,65,86,38417
77713,86,94,40217
77715,86,94,1277
77716,58,106,40398
77719,24,60,31286
77720,15,71,19201
77721,71,73,45227
77722,5,71,46
77723,71,117,12629
77724,13,14,22376
77725,13,14,43188
77727,50,86,3953
77728,27,30,29524
77730,24,60,1009
77734,48,94,3750
77736,48,50,17567
77737,67,69,5591
77738,40,48,29393
77740,51,60,39218
77742,24,60,9672
77744,40,124,13143
77746,40,101,23551
77747,40,124,52637
77750,40,101,4478
77754,24,60,17917
77757,3,60,7627
77758,3,60,56764
77759,1,38,52429
77760,36,38,42036
77761,1,38,13398
77762,27,40,50935
77764,3,13,887
77766,3,8,28625
77767,3,20,45334
77769,48,68,45298
77770,13,14,30148
77773,7,50,36514
77774,48,68,19880
77775,20,28,33924
77776,48,68,49313
77777,28,83,23810
77779,3,13,23698
77780,76,81,4979
77781,13,14,53287
77782,13,14,2898
77784,13,14,32140
77785,13,14,4359
77786,13,14,1984
77787,32,77,16977
77788,13,14,27742
77790,13,14,51191
77792,13,14,20253
77793,13,14,11158
77794,13,14,18392
77796,13,14,25975
77798,44,95,11486
77799,13,14,10410
77801,13,14,2741
77802,3,128,42338
77803,76,101,23390
77806,1,38,9135
77807,7,50,4369
77809,3,4,37626
77810,4,13,48582
77811,4,8,5733
77812,4,117,27694
77814,4,76,13737
77815,40,76,31667
77818,35,58,51567
77821,4,13,48205
77823,2,58,6571
77824,58,59,4359
77826,35,58,28364
77829,57,76,55409
77830,66,77,4972
77831,9,77,41691
77833,28,54,16060
77835,40,117,11198
77836,57,69,15430
77838,42,65,13784
77839,50,76,2306
77841,40,58,45443
77842,4,40,5028
77844,19,86,14461
77846,50,86,6329
77848,50,76,57000
77849,50,76,3316
77851,4,76,11995
77852,4,76,555
77853,42,65,2615
77854,36,38,13157
77855,68,69,16876
77856,48,68,37260
77858,42,68,46294
77861,42,65,17815
77866,42,65,40462
77867,85,94,50581
77869,35,106,7761
77870,2,117,53292
77871,4,117,47405
77872,58,117,33301
77874,29,53,39199
77875,29,53,17926
77876,13,14,37048
77877,3,13,26928
77878,13,35,35709
77879,48,55,742
77880,69,76,2637
77881,69,86,7817
77882,3,50,22531
77883,68,69,48966
77886,3,50,45527
77887,19,86,19104
77888,19,86,2339
77889,15,33,57408
77890,12,117,47464
77891,33,54,2109
77892,50,66,2090
77894,35,106,9217
77895,15,33,20037
77898,3,66,8990
77900,53,70,6668
77903,68,94,11946
77905,13,14,27678
77906,13,14,12898
77908,13,14,4596
77909,13,14,51622
77911,13,14,13937
77912,13,14,34866
77913,13,14,53523
77914,13,14,51268
77915,13,14,45515
77917,13,14,26884
77919,53,75,1193
77920,13,14,8589
77921,13,14,20582
77922,13,14,29417
77923,13,14,8284
77924,13,14,13827
77926,14,94,31469
77929,13,14,48094
77930,35,53,1720
77932,13,14,14408
77933,9,66,23022
77934,9,67,28961
77935,3,85,36767
77936,13,14,11142
77937,13,14,41535
77939,18,99,43235
77940,99,107,13804
77941,18,99,20507
77942,99,107,5761
77943,3,85,3266
77944,18,99,34648
77946,3,85,34673
77947,50,77,9285
77949,3,85,25184
77950,13,14,45137
77951,3,85,41095
77953,13,14,21297
77956,13,14,29847
77958,3,85,47841
77960,18,99,30435
77962,18,99,25825
77964,18,99,27595
77965,3,85,5438
77966,50,75,19771
77967,50,77,44103
77968,45,66,30095
77969,40,53,19333
77970,3,85,41382
77971,50,53,3841
77972,1,71,3643
77974,33,54,55632
77975,76,101,10211
77976,29,39,4869
77977,23,29,37711
77979,54,56,16714
77980,29,58,44017
77981,29,83,18447
77983,29,43,10294
77985,29,80,21297
77987,29,120,1595
77988,29,119,51555
77989,50,75,48724
77990,50,86,1706
77992,50,75,5948
77993,50,86,57125
77994,4,48,37166
77995,4,86,45075
77998,53,76,34226
77999,53,76,986
78000,29,39,35750
78001,50,76,10450
78002,40,50,18034
78003,48,68,40553
78004,32,66,41168
78005,9,32,37282
78006,4,69,28503
78011,4,6,15356
78012,4,68,48228
78014,4,47,6267
78015,4,76,21351
78016,4,86,55724
78018,4,89,15219
78022,4,86,31030
78023,4,86,16108
78024,69,76,9032
78025,4,68,17989
78028,53,68,7994
78029,50,53,27156
78030,3,53,40345
78031,13,53,14382
78032,36,150,26478
78034,68,145,3896
78036,104,141,15912
78037,47,138,14915
78038,68,145,1885
78039,57,139,1955
78041,38,144,46125
78042,1,134,2930
78043,122,140,51773
78044,38,144,28607
78046,84,148,9393
78047,68,145,15942
78050,38,144,32672
78051,80,143,12379
78052,80,143,12451
78053,47,138,34346
78054,57,139,57075
78055,122,140,41046
78056,38,144,16128
78059,122,140,26985
78060,84,148,40424
78061,68,145,26525
78063,47,138,31672
78064,57,139,45362
78065,57,139,31918
78066,47,138,20597
78067,80,143,39781
78068,38,144,54858
78069,80,143,22891
78070,38,144,15551
78072,57,139,54315
78073,80,143,1963
78075,80,143,41621
78076,47,138,8979
78077,57,139,5473
78078,122,140,36077
78083,1,134,6254
78084,80,143,23059
78085,36,150,56859
78089,80,143,20554
78092,80,143,40636
78093,122,140,33338
78094,68,145,49216
78095,84,148,14659
78099,47,138,12239
78100,57,139,23687
78102,36,150,30979
78105,38,144,47441
78108,80,143,925
78109,1,134,51080
78112,38,144,2151
78114,57,139,10463
78115,1,134,34446
78117,80,143,33729
78120,57,139,41959
78122,38,144,11995
78123,38,144,3771
78127,1,134,8467
78128,104,141,18484
78129,47,138,43995
78130,57,139,49313
78131,13,53,39592
78132,47,138,34356
78133,104,141,45387
78139,84,148,25495
78140,3,13,13027
78141,13,35,18187
78142,36,150,3047
78143,38,144,23479
78144,1,5,34196
78146,5,27,24923
78147,5,11,7951
78148,5,117,18795
78149,1,5,41429
78150,4,6,13076
78151,2,6,671
78153,20,28,39818
78154,18,20,26929
78155,8,20,3789
78156,13,20,20803
78157,20,52,10345
78158,20,53,5034
78160,3,20,11255
78161,13,20,20762
78162,31,80,3905
78164,63,83,50356
78165,13,20,1543
78166,25,31,57392
78167,23,29,37936
78168,35,53,31561
78169,40,93,7733
78170,53,70,6913
78171,3,66,6282
78172,3,67,2130
78173,3,8,19195
78174,3,13,24375
78175,3,4,27686
78176,3,35,10686
78178,3,69,32809
78179,3,85,46489
78180,3,17,8636
78181,3,35,31890
78182,2,59,369
78185,58,59,37615
78187,62,113,605
78188,3,66,45354
78189,3,77,51437
78194,76,94,10577
78195,88,94,52040
78197,86,94,51632
78199,85,94,43465
78200,47,94,3537
78201,94,123,708
78204,14,94,28013
78207,18,20,21385
78208,3,17,30951
78210,71,73,54861
78211,18,80,27172
78212,18,31,4791
78213,18,67,15884
78214,18,66,16869
78215,4,41,3977
78216,94,123,41595
78217,24,32,14251
78220,54,56,7999
78221,13,117,18373
78222,40,117,36800
78223,4,117,18379
78226,4,48,42246
78228,66,67,46159
78230,17,56,14758
78232,17,54,19623
78233,15,17,30473
78234,76,94,2422
78235,66,77,46069
78236,80,115,54336
78237,49,50,31574
78238,18,80,30300
78240,19,86,44766
78242,27,66,25660
78244,18,66,42720
78246,4,13,2277
78247,9,66,27968
78249,3,66,51914
78250,57,69,15803
78251,3,66,57549
78252,45,66,39004
78253,53,68,52634
78254,4,13,8121
78255,54,56,56727
78257,15,54,34812
78258,17,54,7364
78259,54,56,36033
78261,2,59,50385
78262,2,117,2178
78263,2,40,24650
78265,3,4,39879
78266,4,68,32915
78267,4,40,33966
78268,4,76,11961
78270,1,4,22974
78274,4,48,17851
78275,4,75,20109
78276,1,4,8440
78277,2,59,2536
78278,53,70,32540
78279,53,70,6728
78280,4,70,54502
78282,4,48,50671
78284,68,94,5267
78285,50,86,40079
78287,8,86,54539
78288,81,86,293
78289,3,86,5755
78292,2,58,4890
78293,19,93,15852
78294,50,75,9048
78300,54,56,25072
78302,58,59,28023
78303,58,117,5817
78304,58,59,56163
78305,77,83,2216
78307,58,117,6706
78308,71,73,31653
78309,4,76,2019
78310,56,104,12735
78311,56,104,46014
78312,56,68,23411
78313,56,68,29990
78314,35,58,1898
78315,49,50,48493
78316,3,50,55412
78321,3,50,13584
78322,3,50,48335
78323,50,76,1595
78324,19,86,162
78327,18,67,4094
78329,4,86,23977
78330,75,86,4985
78331,9,67,18
78332,9,67,718
78334,23,38,45605
78335,27,38,33437
78336,18,67,31071
78337,3,67,520
78339,31,66,18216
78340,50,86,20834
78342,4,76,36225
78345,75,82,11826
78346,4,75,38205
78347,50,93,11623
78348,50,101,25106
78351,50,101,20272
78352,4,86,19573
78354,71,117,20459
78355,15,71,19427
78356,5,71,11900
78357,27,50,25263
78358,50,76,14928
78359,71,73,5953
78360,50,76,49995
78361,50,76,18511
78362,9,73,45248
78363,14,73,27297
78364,65,73,47826
78366,50,75,8292
78368,45,80,23503
78369,45,66,45487
78371,9,67,1589
78373,65,94,17849
78374,3,45,39501
78375,65,73,28083
78376,9,73,1009
78377,50,93,11037
78378,3,45,36535
78379,50,76,28825
78380,3,40,26034
78382,3,50,57579
78383,3,53,1528
78384,3,18,48440
78386,3,85,49569
78388,3,69,47768
78389,3,8,48774
78390,3,13,14082
78391,3,51,9699
78392,3,52,8866
78393,3,35,28028
78394,3,128,3372
78395,3,20,57707
78396,3,18,40985
78397,50,76,27328
78398,68,85,41034
78399,13,35,44819
78400,3,13,52344
78401,35,106,10202
78402,13,14,37154
78404,3,68,22104
78407,31,67,28514
78408,19,86,35283
78409,50,75,55131
78410,13,14,42413
78411,3,128,15907
78412,16,57,39885
78415,50,86,35158
78416,14,31,26956
78418,14,31,32441
78419,14,31,5736
78420,4,82,32996
78421,75,82,56247
78422,14,31,27925
78423,16,57,7715
78424,4,82,10760
78431,2,117,3062
78432,2,40,25493
78435,4,13,2379
78436,3,4,46316
78437,2,58,19579
78438,4,13,34565
78439,2,59,7163
78442,80,115,56366
78443,66,115,41861
78444,23,118,1798
78447,3,85,31585
78449,4,86,29142
78452,3,35,51229
78453,3,24,13451
78455,24,26,49516
78457,8,24,43285
78458,24,51,8166
78462,3,24,44697
78464,13,20,46990
78465,5,56,53788
78466,5,56,48361
78467,3,18,20580
78472,3,20,45826
78473,15,24,42406
78475,14,31,2536
78476,24,32,25142
78477,35,106,74
78478,3,13,28365
78479,85,94,46843
78483,6,106,6137
78484,24,80,39554
78486,24,45,30194
78487,26,45,3212
78488,24,45,10281
78492,26,45,6111
78493,24,45,51251
78495,24,45,9988
78496,31,67,4550
78497,9,67,45180
78498,4,86,9105
78500,4,35,26182
78501,18,108,48245
78502,18,55,1482
78504,18,99,9162
78507,45,80,40427
78508,4,13,19260
78509,24,66,6678
78511,4,35,33993
78512,59,68,36154
78513,59,69,19040
78514,59,85,2974
78516,59,84,33391
78517,59,94,20309
78518,56,59,399
78520,48,59,18991
78522,59,88,24971
78523,47,59,6654
78528,18,55,7410
78530,1,76,27694
78531,57,76,23934
78534,3,18,17651
78536,3,69,454
78539,57,76,33891
78540,4,86,51613
78544,3,69,1268
78545,12,54,24425
78546,76,86,9929
78548,3,17,47726
78550,3,17,13859
78552,24,39,35015
78558,4,6,14261
78559,4,47,504
78560,3,4,5398
78563,4,68,2161
78564,4,16,43150
78565,4,121,35775
78566,4,88,24246
78568,4,86,8381
78571,4,76,4288
78574,68,69,19278
78575,4,68,14851
78579,76,123,37758
78582,50,70,46432
78583,59,123,51741
78584,59,123,32025
78587,59,117,25753
78588,15,54,44082
78589,76,123,17297
78590,3,71,25638
78591,48,70,8851
78593,4,68,36995
78595,4,41,21329
78596,4,48,2993
78599,4,8,1933
78602,4,76,321
78603,4,86,4688
78605,4,40,18314
78606,48,55,22136
78609,65,73,48262
78611,68,90,54126
78612,4,8,13747
78614,4,68,9892
78616,4,6,49049
78617,4,48,12336
78618,4,76,24708
78619,4,121,8964
78623,4,13,19484
78624,4,40,23783
78625,4,68,52100
78629,4,76,16661
78630,4,48,35355
78631,4,69,19201
78632,13,69,49922
78633,69,70,41380
78636,69,70,36965
78637,4,86,13109
78638,18,86,49830
78639,4,6,28055
78641,13,14,1902
78645,15,96,46744
78646,54,96,5335
78648,3,20,13770
78649,35,58,13370
78650,3,52,16136
78652,4,35,797
78655,4,101,9282
78656,4,124,48311
78657,4,27,3191
78660,25,31,23437
78662,1,44,6061
78663,1,9,7154
78664,1,13,20533
78665,1,15,42648
78669,1,16,19548
78671,1,65,6669
78672,1,6,19287
78673,1,8,39590
78674,1,14,17774
78675,1,12,760
78677,1,4,11508
78679,1,40,20884
78680,1,14,2536
78682,4,13,8617
78686,1,8,33291
78688,4,124,28942
78689,8,24,23858
78690,8,20,48019
78691,3,8,5751
78692,43,79,19142
78693,3,8,14310
78694,3,8,19420
78696,13,35,27193
78699,3,8,39403
78701,4,8,8191
78703,4,8,9811
78704,4,8,123
78708,58,59,5323
78709,58,117,3433
78711,4,35,21128
78712,54,96,21297
78713,1,12,14866
78716,15,96,37864
78717,3,4,30277
78718,1,4,49141
78719,3,13,24128
78720,3,35,50828
78721,3,35,10964
78726,3,13,18297
78728,54,96,55602
78729,54,96,30771
78730,56,94,32412
78731,76,94,25501
78732,88,94,19068
78735,68,94,27835
78736,48,94,15323
78737,85,94,7974
78738,47,94,18360
78741,50,76,48411
78743,103,105,12599
78744,52,105,6201
78745,65,73,4093
78746,52,105,17251
78747,15,96,24443
78748,54,96,25747
78751,3,67,567
78752,3,8,27663
78753,3,13,2341
78755,3,68,319
78756,3,4,18266
78757,3,35,26926
78758,3,69,28681
78759,3,85,39149
78761,3,35,34868
78763,9,66,12997
78765,24,51,18638
78767,3,4,56835
78769,50,70,21801
78771,54,96,10768
78772,3,51,5228
78774,3,51,43554
78777,51,60,10352
78779,3,51,8330
78780,63,83,42013
78784,2,58,1156
78786,58,59,23913
78787,58,117,27211
78788,54,56,26
78789,45,66,27547
78790,54,56,42168
78794,66,115,5248
78795,66,115,18795
78797,1,7,957
78798,5,11,24756
78799,66,115,46032
78800,65,73,57486
78801,1,65,25373
78802,54,56,23251
78803,66,115,29960
78806,3,8,20806
78808,3,52,47880
78809,3,18,22082
78812,3,50,12567
78813,3,53,20645
78814,3,4,36667
78815,3,40,3478
78816,3,66,15153
78818,54,56,47080
78819,54,56,30558
78820,3,52,13689
78821,86,94,1548
78824,15,17,52013
78825,3,66,25143
78826,13,14,30542
78827,17,54,4448
78831,50,70,6706
78832,53,70,7098
78833,13,14,3129
78834,13,14,7251
78836,15,27,54825
78837,13,27,22874
78838,3,27,29785
78839,26,27,10189
78840,27,62,30837
78842,27,40,32211
78844,5,27,36563
78845,13,14,18859
78846,13,14,8219
78848,50,76,28296
78849,50,76,3572
78852,14,45,20733
78853,50,76,12771
78854,76,94,2971
78857,8,27,44505
78859,53,76,27832
78862,4,76,28641
78863,14,117,22616
78865,4,76,5431
78868,2,59,57164
78870,2,40,4368
78871,2,58,51036
78872,1,2,24658
78875,18,86,16060
78876,3,18,7967
78880,3,27,12487
78882,3,13,32093
78884,3,18,25160
78885,3,8,2199
78886,3,4,5219
78888,3,52,18174
78889,3,50,21951
78891,3,8,21483
78892,1,6,25166
78893,59,68,36802
78894,59,86,42488
78895,59,84,20181
78898,56,59,4090
78899,59,85,8486
78900,59,89,26402
78903,59,88,18548
78904,59,94,18314
78905,2,59,15247
78907,1,5,17125
78909,5,27,30245
78912,53,76,4250
78913,4,121,47445
78914,4,121,13127
78917,5,77,7226
78919,50,76,262
78922,5,71,12272
78928,15,68,4389
78929,58,121,21099
78930,3,51,15926
78931,3,51,34458
78932,27,50,44769
78934,71,73,15511
78935,50,70,18640
78937,4,48,761
78938,3,52,57094
78939,48,94,14820
78940,42,90,56619
78941,48,94,20617
78942,15,48,19212
78943,35,58,5806
78944,5,11,12629
78945,58,117,42958
78952,45,80,50924
78953,45,66,53830
78954,45,80,50141
78957,49,86,2477
78958,13,86,12225
78959,56,86,13597
78961,48,86,56229
78962,86,89,8449
78964,70,86,41886
78967,58,59,5110
78968,52,103,14886
78970,5,77,4862
78972,4,41,13842
78973,4,13,45331
78976,3,4,19341
78978,3,4,19107
78982,35,106,24325
78983,35,58,19374
78984,1,6,13265
78985,13,35,48572
78986,68,69,6513
78990,50,76,43478
78991,66,117,20109
78993,3,85,16858
78995,50,76,153
78996,50,53,27792
78997,50,53,15064
78998,48,68,27558
78999,35,106,30038
79001,48,50,55966
79002,48,50,6308
79003,3,50,15023
79004,21,70,2224
79005,63,83,25678
79007,50,70,2967
79008,71,73,37728
79009,54,56,381
79010,56,96,15044
79011,15,56,47953
79013,3,50,5551
79014,6,106,52242
79015,50,76,55329
79016,48,68,17417
79017,50,76,20600
79018,14,77,53987
79020,14,77,36643
79022,50,76,43306
79023,4,68,31944
79024,48,68,31995
79025,50,76,27779
79027,3,53,10292
79028,3,50,4432
79029,3,13,31741
79030,3,35,29496
79031,3,18,7800
79034,3,13,25223
79035,4,76,48137
79039,4,76,47820
79040,13,14,26240
79042,4,76,50131
79045,54,56,24857
79046,50,76,42890
